label,statement,job_title,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context
2,in  the corporate income tax accounted for  percent of all federal tax revenue today despite recordbreaking profits corporate taxes bring in less than  percent,0,3,18.0,12.0,22.0,41.0,0.0,5
3,over the last  years texas created  percent of the net new jobs nationwide,2,0,30.0,30.0,42.0,23.0,18.0,13
1,last week the texas state board of education sboe led by rick perrys appointee voted to remove thomas jefferson from social studies textbook standards thats right thomas jefferson was deleted from a list of historical figures who inspired political change,15,1,2.0,3.0,5.0,7.0,3.0,10
4,as a us senator with salary and perks bernie is in the top  percent but still paid only  percent in taxes last year,15,2,1.0,0.0,0.0,0.0,1.0,5
3,you know we cant just pull out now the truth of the matter is if we started today it would take one year one year to get  troops physically out of iraq logistically,0,1,11.0,10.0,21.0,16.0,4.0,7
1,from  the richest  americans increased their net wealth by more than  billion yet the republican budget would not require these americans to contribute one penny to deficit reduction,0,3,18.0,12.0,22.0,41.0,0.0,5
1,says that while foster was mayor rick kriseman was ineffective in the florida house of representatives because there was no legislation that passed the house that had krisemans name on it,15,0,1.0,0.0,2.0,2.0,0.0,13
0,cell phone numbers go public this month,15,0,0.0,1.0,0.0,0.0,0.0,5
2,says texas has  different felonies you can commit with an oyster,15,2,0.0,0.0,0.0,1.0,0.0,1
0,the obama administration is unwinding our nations welfaretowork requirements,2,0,6.0,5.0,7.0,6.0,3.0,13
1,the redskins training camp deal generated  million in new private investment in the city,15,1,1.0,1.0,1.0,1.0,0.0,3
2,as many as six federal department budget bills have been delayed because of opposition to amendments that would ban confederate battle flag sales at federal building gift shops,13,1,1.0,0.0,2.0,7.0,0.0,13
4,now in the house of representatives we have  different jobs bills that have passed and almost all of them have been bipartisan,15,0,1.0,1.0,1.0,1.0,0.0,13
4,republican small business tax cut bill spends  million for better google searches not job creation,15,1,2.0,0.0,0.0,0.0,0.0,0
4,america is one of the highesttaxed nations in the world,1,0,63.0,114.0,51.0,37.0,61.0,13
4,it has been estimated that nearly  percent of all guns sold in america are sold by private unlicensed sellers either online or through gun shows,2,1,12.0,6.0,2.0,2.0,3.0,13
3, was the deadliest year of the war in afghanistan for american forces,1,1,70.0,71.0,160.0,163.0,9.0,3
3,says amanda fritz manages less than  percent of city operations,15,1,0.0,0.0,3.0,0.0,0.0,7
1,the streetcar project planned by mayor tom barrett would be a s style trolley,15,0,0.0,1.0,1.0,0.0,0.0,5
4,polls show that floridians dont want to repeal the affordable care act,7,1,1.0,0.0,0.0,0.0,0.0,12
3,lawmakers were paid for their offseason efforts to for the first time take the lead in drawing borders for two wouldbe cities,7,1,0.0,0.0,1.0,0.0,0.0,7
5,greg abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue,6,1,5.0,1.0,8.0,12.0,1.0,13
1,enacting the righttocarry act would amount to expanding the rights of sex offenders terrorists child predators and abusers to carry concealed weapons across state lines,15,1,7.0,4.0,5.0,4.0,1.0,13
3,i havent missed a vote since ,0,0,0.0,1.0,2.0,0.0,0.0,13
2,says georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools,15,2,0.0,0.0,0.0,1.0,0.0,13
4,the supreme court cant overrule the other two branchesof government,15,0,12.0,5.0,9.0,3.0,4.0,1
1,nathan deal cut the hope scholarship program so that literally  georgians will not be able to go to college or get technical training that they so badly needed to raise  you know give them a chance at a good job,2,1,0.0,0.0,1.0,0.0,0.0,13
1,as governor of arkansas i cut taxes and fees almost  times saving the taxpayers almost million i left a surplus of nearly million,15,0,12.0,5.0,9.0,3.0,4.0,0
1,i havent raised taxes in the time ive been the governor of new jersey,2,0,10.0,17.0,27.0,19.0,8.0,8
0,massachusetts public schools teach kids as young as kindergartners about gay marriage,15,5,0.0,1.0,0.0,0.0,1.0,10
5,im probably one of the four or five bestknown americans in the world,12,0,9.0,11.0,10.0,7.0,3.0,12
3,hillary clinton starts off with  percent of the country against her,1,1,70.0,71.0,160.0,163.0,9.0,6
0,saysrand paulhas put out budgets to cut the military in half,4,0,0.0,2.0,1.0,0.0,0.0,12
1,groups that receive foreign money are spending huge sums to influence american elections,1,1,70.0,71.0,160.0,163.0,9.0,3
3,says legislative cuts mean texas is spending on average  less per student,15,1,1.0,0.0,1.0,2.0,0.0,13
2,says williamson county attorney jana duty has never prosecuted a single adult felony case,12,0,0.0,0.0,0.0,1.0,0.0,13
0,the fundraising numbers are in and our grassroots support is unmatched,6,0,2.0,4.0,1.0,1.0,0.0,5
4,obama voted to cut off funding for our american troops on the battlefield,10,3,1.0,1.0,0.0,2.0,0.0,13
2,in general it appears wisconsins right to work bill would likely apply to the green bay packers players and their union,6,1,3.0,0.0,0.0,1.0,0.0,5
2,the socalled defense minister of the peoples republic of donetsk  actually posted a bragging social media posting of having shot down a military transport and then when it became apparent it was civilian they pulled it down from social media,15,1,3.0,2.0,2.0,5.0,0.0,12
1,democrats are kind of falling over each other seeing who can raise taxes faster it looks like theyre going to raise taxes anywhere between  to  percent,12,0,9.0,11.0,10.0,7.0,3.0,3
2,right now one of our highest job growth sectors is leisure and hospitality weve added jobs that mostly fall within the restaurant and bar sector industry these are not highpaying jobs as the us department of labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs,15,1,0.0,1.0,1.0,2.0,2.0,8
1,says he passed eight measures including ones to prevent groping at airport security checks and to bar sanctuary cities in texas,2,0,8.0,8.0,10.0,5.0,5.0,3
0,its gotten to a point where the average federal worker makes twice as much as the average private sector worker,15,0,13.0,22.0,11.0,4.0,2.0,8
0,these  political appointees on the ipab will make all the major health care decisions for over  million americans,15,0,8.0,22.0,6.0,4.0,16.0,7
4,says stores will be barred from selling watt light bulbs as of ,15,0,1.0,1.0,0.0,0.0,0.0,13
2,the most recent associated press poll has nadergonzalez at  percent without any national coverage against mccain and obama,12,3,1.0,1.0,0.0,1.0,0.0,1
1,dan patrick said that if women get paid less than a man for the same job that thats not a problem,15,1,2.0,2.0,4.0,1.0,1.0,7
1,weve got an average of  soldiers committing suicide thats about  a day,13,1,0.0,0.0,2.0,1.0,0.0,13
3,today for the first time in fifteen years master locks unionized plant in milwaukee is running at full capacity,1,1,70.0,71.0,160.0,163.0,9.0,3
3,tom reed has actually voted for every single trade deal that has ever come before him in any form,15,1,0.0,0.0,0.0,0.0,0.0,1
0,new federal projections estimate that the health care overhaul will cost  trillion over  years  well above the  billion democrats originally claimed,13,0,1.0,2.0,5.0,3.0,0.0,2
5,the unemployment rate may be as high as  percent,1,0,63.0,114.0,51.0,37.0,61.0,8
2,common core is not from the federal government they do not have their fingerprints on this thing at all,7,1,0.0,1.0,1.0,1.0,0.0,1
0,social security is indeed a ponzi scheme,2,0,30.0,30.0,42.0,23.0,18.0,1
4,says scott walker brags a lot about having an independent agency investigate police shootings of course he didnt fund it,15,1,3.0,4.0,4.0,3.0,1.0,12
2,what the arizona law does is make a state crime out of something that already is a federal crime,15,5,7.0,6.0,3.0,5.0,1.0,13
2,in miamidade county we spend at our school system over  million every year educating recent immigrants,15,0,0.0,1.0,0.0,1.0,0.0,1
3,senator mccain has been talking tough about earmarks and thats good but earmarks account for about billion of our budget,1,1,70.0,71.0,160.0,163.0,9.0,7
1,kim myers voted repeatedly to raise taxes on the people of broome county but made millions off of tax savings when her family business relocated its headquarters,15,0,0.0,0.0,1.0,0.0,0.0,2
4,says real estate taxes were put in place to pay for obamacare,15,0,1.0,0.0,0.0,0.0,0.0,1
0,says kay bailey hutchison voted for sanctuary cities,2,0,30.0,30.0,42.0,23.0,18.0,7
1,john mica voted to borrow  trillion,15,0,0.0,0.0,1.0,0.0,0.0,6
3,mccain hired some of the biggest lobbyists in washington to run his campaign,1,1,70.0,71.0,160.0,163.0,9.0,13
4,we do not want to raise anybodys tax rates thats never been on the table,4,1,1.0,1.0,0.0,1.0,0.0,1
1,when terrorists killed more than  americans in lebanon under ronald reagan the democrats didnt make that a partisan issue,1,1,40.0,29.0,69.0,76.0,7.0,13
2,this is the first time a party has picked up multiple seats during a regular election since the mid s making this the largest majority of any party in more than  years,1,0,0.0,3.0,1.0,1.0,0.0,1
0,john wasnt this raging populist four years ago when he ran for president,1,1,70.0,71.0,160.0,163.0,9.0,13
0,says no one from the bush family attended the  republican national convention and there was no president bush at the  convention,15,0,2.0,12.0,8.0,3.0,1.0,1
5,crime is rising,1,0,63.0,114.0,51.0,37.0,61.0,3
2,flint mich is paying three times more for poison water than i am paying in burlington vt for clean water,0,3,18.0,12.0,22.0,41.0,0.0,7
4,weve got a personal tax system thats so complicated it costs americans about  billion a year to comply with the current tax code,15,0,13.0,22.0,11.0,4.0,2.0,8
5,says a portland school gives muslim students their own school provided prayer room prayer rugs and lets them out of class five times a day to pray to allah,15,2,0.0,2.0,0.0,0.0,1.0,11
0,texas republicans believe in abolishing social security abolishing va health care,0,3,18.0,12.0,22.0,41.0,0.0,1
1,the bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon,0,1,11.0,10.0,21.0,16.0,4.0,1
0,in the case of general motors the bush administration wrote a check without asking for any conditions of change,15,1,1.0,1.0,1.0,2.0,0.0,1
1,salaries for uri faculty are second to last among new england land grant universities and in lowest  percent of major us research institutions,15,5,0.0,0.0,1.0,0.0,0.0,1
0,when president then candidate obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign they refused to do it,15,0,0.0,1.0,1.0,0.0,2.0,1
0,oregon is the only state out of the  states in the usa that continues to pay  of the medical benefits for its employees and their families,7,0,0.0,4.0,1.0,2.0,0.0,13
0,you wonder why you dont see rand paul as much hes still shopping for his billionaire hes like the only one who hasnt found a billionaire to fund his super pac,0,1,1.0,1.0,0.0,0.0,0.0,12
1,says donald trump cashed in on sept collecting  in federal funds intended to help small businesses recover even though days after the attack trump said his properties were not affected,15,1,0.0,0.0,1.0,0.0,0.0,3
4,three years ago a newly elected president obama told america that if congress approved his plan to borrow nearly a trillion dollars he would hold unemployment below  percent,2,0,34.0,32.0,58.0,33.0,19.0,3
0,the mitchell park domes lose about  millionplus every year and the number of people going to the domes has been going down,15,2,3.0,5.0,4.0,4.0,2.0,1
2,in the entire public school system in camden last year only three students graduated college ready,2,0,10.0,17.0,27.0,19.0,8.0,13
1,george allen and his colleagues in the senate turned the biggest surplus in the history of the united states into the biggest deficit in the history of the united states,0,1,8.0,3.0,15.0,15.0,0.0,7
1,says president obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president,4,1,7.0,9.0,8.0,15.0,3.0,1
2,says newt gingrich made an affirmative statement that he would not only support but he would campaign for republicans who were in support of the barbaric procedure known as partialbirth abortion,15,0,8.0,22.0,6.0,4.0,16.0,7
2,the actual construction contracts that weve awarded to date have come in several hundred million dollars below estimates,15,5,0.0,0.0,0.0,1.0,0.0,8
1,unemployment has fallen from  percent during the presidents first year in office to  percent today,13,1,3.0,0.0,4.0,3.0,0.0,13
0,there were more people on welfare than working in ,15,2,0.0,1.0,0.0,0.0,0.0,13
4,says tammy baldwin introduced a bill that would require doctors and other health care workers to ask patients including young children whether they are gay lesbian bisexual or if they know their gender identity,6,0,2.0,4.0,1.0,1.0,0.0,0
